DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
160379,160379,0.500000,UT,00:00:00 27-Jan-2017,,,,16.500000,17.000000,MixLayer,16.500000,17.000000,MixLayer
160379,160379,0.500000,UT,00:00:00 28-Jan-2017,,,,0.000000,0.000000,Fast-GPS,,,
160379,160379,0.500000,UT,04:05:00 28-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,20:15:00 28-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 29-Jan-2017,,,,0.000000,0.000000,Status,,,
160379,160379,0.500000,UT,05:45:00 29-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,06:25:00 29-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,06:55:00 29-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,08:15:00 29-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,11:15:00 29-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 30-Jan-2017,,,,0.000000,0.000000,Fast-GPS,72.000000,72.500000,MixLayer
160379,160379,0.500000,UT,11:35:00 30-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 31-Jan-2017,,,,0.000000,0.000000,Status,,,
160379,160379,0.500000,UT,08:45:00 31-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,09:45:00 31-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,10:15:00 31-Jan-2017,,,,-0.250000,3.500000,PDT,303.750000,3.500000,PDT
160379,160379,0.500000,UT,12:25:00 01-Feb-2017,,,,-0.250000,3.500000,PDT,199.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 02-Feb-2017,,,,0.000000,0.000000,Fast-GPS,,,
160379,160379,0.500000,UT,04:25:00 02-Feb-2017,,,,-0.250000,3.500000,PDT,199.750000,3.500000,PDT
160379,160379,0.500000,UT,18:15:00 02-Feb-2017,,,,-0.250000,3.500000,PDT,199.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 03-Feb-2017,,,,0.000000,0.000000,Fast-GPS,136.500000,137.000000,MixLayer
160379,160379,0.500000,UT,09:15:00 03-Feb-2017,,,,-0.250000,3.500000,PDT,271.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 04-Feb-2017,,,,0.000000,0.000000,Status,,,
160379,160379,0.500000,UT,07:15:00 04-Feb-2017,,,,-0.250000,3.500000,PDT,271.750000,3.500000,PDT
160379,160379,0.500000,UT,16:15:00 04-Feb-2017,,,,-0.250000,3.500000,PDT,271.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 05-Feb-2017,,,,0.000000,0.000000,Status,,,
160379,160379,0.500000,UT,00:15:00 05-Feb-2017,,,,-0.250000,3.500000,PDT,271.750000,3.500000,PDT
160379,160379,0.500000,UT,03:35:00 05-Feb-2017,,,,-0.250000,3.500000,PDT,271.750000,3.500000,PDT
160379,160379,0.500000,UT,10:35:00 05-Feb-2017,,,,-0.250000,3.500000,PDT,271.750000,3.500000,PDT
160379,160379,0.500000,UT,10:55:00 05-Feb-2017,,,,-0.250000,3.500000,PDT,271.750000,3.500000,PDT
160379,160379,0.500000,UT,12:35:00 05-Feb-2017,,,,-0.250000,3.500000,PDT,279.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 06-Feb-2017,,,,0.000000,0.000000,Status,157.000000,157.500000,MixLayer
160379,160379,0.500000,UT,04:15:00 06-Feb-2017,,,,-0.250000,3.500000,PDT,319.750000,3.500000,PDT
160379,160379,0.500000,UT,17:35:00 06-Feb-2017,,,,-0.250000,3.500000,PDT,319.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 07-Feb-2017,,,,0.000000,0.000000,Status,102.500000,103.000000,MixLayer
160379,160379,0.500000,UT,00:00:00 08-Feb-2017,,,,0.000000,0.000000,Status,133.000000,133.500000,MixLayer
160379,160379,0.500000,UT,00:00:00 09-Feb-2017,,,,0.000000,0.000000,Fast-GPS,172.500000,173.000000,MixLayer
160379,160379,0.500000,UT,08:05:00 09-Feb-2017,,,,-0.250000,3.500000,PDT,343.750000,3.500000,PDT
160379,160379,0.500000,UT,08:45:00 09-Feb-2017,,,,-0.250000,3.500000,PDT,343.750000,3.500000,PDT
160379,160379,0.500000,UT,12:35:00 09-Feb-2017,,,,-0.250000,3.500000,PDT,343.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 10-Feb-2017,,,,0.000000,0.000000,Fast-GPS,,,
160379,160379,0.500000,UT,05:55:00 10-Feb-2017,,,,-0.250000,3.500000,PDT,343.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 11-Feb-2017,,,,31.500000,24.000000,MixLayer,31.500000,24.000000,MixLayer
160379,160379,0.500000,UT,00:00:00 12-Feb-2017,,,,0.000000,0.000000,Fast-GPS,73.500000,74.000000,MixLayer
160379,160379,0.500000,UT,12:35:00 12-Feb-2017,,,,-0.250000,3.500000,PDT,343.750000,3.500000,PDT
160379,160379,0.500000,UT,00:00:00 13-Feb-2017,,,,0.000000,0.000000,Fast-GPS,,,
160379,160379,0.500000,UT,00:00:00 14-Feb-2017,,,,0.000000,0.000000,Fast-GPS,66.500000,67.000000,MixLayer
160379,160379,0.500000,UT,16:25:00 14-Feb-2017,,,,-0.250000,3.500000,PDT,143.750000,3.500000,PDT
